"book_edition_id","direct_quote","direct_quote_rights_note","evidence_character","exact_locator","executive_role_context","extraction_method","factual_verification_status","geographic_context","human_review_status","independent_agent_review_status","industry_context","institutional_author","locator_type","machine_extraction_confidence","machine_review_status","neutral_paraphrase","organization_at_source_time","person_id","provenance","publication_status","reviewed_at","reviewed_by","revision_history","source_date","source_id","speaker_role_at_source_time","statement_id","statement_scope","statement_type","topic_ids","uncertainty","workflow_status"
"book-edition-BATCH-2026-002-007","null","No direct quotation used; original OEII paraphrase only.","Security principle with operational examples","Chapter 5 > Least Privilege","[""CISO"",""CIO"",""CTO"",""CEO"",""General Counsel"",""Board Director""]","Manual semantic extraction after complete-edition reading, followed by locator replay and separate review pass","Verified against the exact locator in the complete edition","[""Primarily United States and global technology operations""]","approved","See statement-review.csv and double-review-sample.json","[""Technology"",""Financial services"",""Healthcare"",""Public sector"",""Critical infrastructure""]","Oliver Barrett, Aaron Joyner, and Rory Ward, with Guy Fischman and Betsy Beyer","chapter_section","0.94","ready_for_human_review","Least privilege applies to people, automated jobs, and machines: each principal should receive only the access needed for the current responsibility.","null","null","[{""source_url"":""https://google.github.io/building-secure-and-reliable-systems/raw/ch05.html#least_privilege"",""accessed_at"":""2026-08-15"",""retrieval_method"":""Complete exact edition retrieved from an official public source and reviewed in full"",""exact_locator"":""Chapter 5 > Least Privilege"",""content_hash"":""6bf5050c08be0bced81767ac14bd9b3303e34b3efb667806b3c9e9d6b0ed8cf1"",""batch_id"":""BATCH-2026-003"",""prompt_id"":""OEII-BOOK-DEEP-ANALYSIS"",""prompt_version"":""2.0"",""notes"":""Locator replayed; paraphrase checked for attribution and scope""}]","published","2026-08-16T23:17:22Z","Murray Newlands","[{""changed_at"":""2026-08-16T23:17:22Z"",""changed_by"":""Murray Newlands"",""summary"":""Approved for the governed-identities pilot release under the exact scope, exclusions, rights treatment, and limitations recorded in issue #18."",""batch_id"":""BATCH-2026-003""}]","2020-04-08","source-BATCH-2026-003-002","Named book author or chapter contributor","statement-BATCH-2026-003-023","Human and machine access","recommendation","[""topic-ai-agents"",""topic-ai-governance"",""topic-cybersecurity"",""topic-non-human-identity"",""topic-enterprise-infrastructure""]","null","published"
"book-edition-BATCH-2026-002-007","null","No direct quotation used; original OEII paraphrase only.","Risk-tiering framework","Chapter 5 > Classifying Access Based on Risk","[""CISO"",""CIO"",""CTO"",""CEO"",""General Counsel"",""Board Director""]","Manual semantic extraction after complete-edition reading, followed by locator replay and separate review pass","Verified against the exact locator in the complete edition","[""Primarily United States and global technology operations""]","approved","Pass after independent-review correction","[""Technology"",""Financial services"",""Healthcare"",""Public sector"",""Critical infrastructure""]","Oliver Barrett, Aaron Joyner, and Rory Ward, with Guy Fischman and Betsy Beyer","chapter_section","0.94","ready_for_human_review","Organizations should classify access by the potential impact of misuse and apply controls proportionate to the resulting risk tier.","null","null","[{""source_url"":""https://google.github.io/building-secure-and-reliable-systems/raw/ch05.html#classifying_access_based_on_risk"",""accessed_at"":""2026-08-15"",""retrieval_method"":""Complete exact edition retrieved from an official public source and reviewed in full"",""exact_locator"":""Chapter 5 > Classifying Access Based on Risk"",""content_hash"":""6bf5050c08be0bced81767ac14bd9b3303e34b3efb667806b3c9e9d6b0ed8cf1"",""batch_id"":""BATCH-2026-003"",""prompt_id"":""OEII-BOOK-DEEP-ANALYSIS"",""prompt_version"":""2.0"",""notes"":""Locator replayed; paraphrase checked for attribution and scope""}]","published","2026-08-16T23:17:22Z","Murray Newlands","[{""changed_at"":""2026-08-15T00:00:00Z"",""changed_by"":""independent machine review response"",""summary"":""Removed a specific control list not established by the access-classification section."",""batch_id"":""BATCH-2026-003""},{""changed_at"":""2026-08-16T23:17:22Z"",""changed_by"":""Murray Newlands"",""summary"":""Approved for the governed-identities pilot release under the exact scope, exclusions, rights treatment, and limitations recorded in issue #18."",""batch_id"":""BATCH-2026-003""}]","2020-04-08","source-BATCH-2026-003-002","Named book author or chapter contributor","statement-BATCH-2026-003-024","Privileged operations","strategic_framework","[""topic-ai-agents"",""topic-ai-governance"",""topic-cybersecurity"",""topic-non-human-identity"",""topic-enterprise-infrastructure""]","null","published"
"book-edition-BATCH-2026-002-007","null","No direct quotation used; original OEII paraphrase only.","Design guidance and examples","Chapter 5 > Small Functional APIs; Auditing","[""CISO"",""CIO"",""CTO"",""CEO"",""General Counsel"",""Board Director""]","Manual semantic extraction after complete-edition reading, followed by locator replay and separate review pass","Verified against the exact locator in the complete edition","[""Primarily United States and global technology operations""]","approved","See statement-review.csv and double-review-sample.json","[""Technology"",""Financial services"",""Healthcare"",""Public sector"",""Critical infrastructure""]","Oliver Barrett, Aaron Joyner, and Rory Ward, with Guy Fischman and Betsy Beyer","chapter_section","0.94","ready_for_human_review","Sensitive operations should be exposed through narrow functional APIs and recorded in action-oriented audit logs rather than granted as broad administrative access.","null","null","[{""source_url"":""https://google.github.io/building-secure-and-reliable-systems/raw/ch05.html#small_functional_apis"",""accessed_at"":""2026-08-15"",""retrieval_method"":""Complete exact edition retrieved from an official public source and reviewed in full"",""exact_locator"":""Chapter 5 > Small Functional APIs; Auditing"",""content_hash"":""6bf5050c08be0bced81767ac14bd9b3303e34b3efb667806b3c9e9d6b0ed8cf1"",""batch_id"":""BATCH-2026-003"",""prompt_id"":""OEII-BOOK-DEEP-ANALYSIS"",""prompt_version"":""2.0"",""notes"":""Locator replayed; paraphrase checked for attribution and scope""}]","published","2026-08-16T23:17:22Z","Murray Newlands","[{""changed_at"":""2026-08-16T23:17:22Z"",""changed_by"":""Murray Newlands"",""summary"":""Approved for the governed-identities pilot release under the exact scope, exclusions, rights treatment, and limitations recorded in issue #18."",""batch_id"":""BATCH-2026-003""}]","2020-04-08","source-BATCH-2026-003-002","Named book author or chapter contributor","statement-BATCH-2026-003-025","Administrative and automated access","recommendation","[""topic-ai-agents"",""topic-ai-governance"",""topic-cybersecurity"",""topic-non-human-identity"",""topic-enterprise-infrastructure""]","null","published"
"book-edition-BATCH-2026-002-007","null","No direct quotation used; original OEII paraphrase only.","Contextual authorization model","Chapter 5 > A Policy Framework for Authentication and Authorization","[""CISO"",""CIO"",""CTO"",""CEO"",""General Counsel"",""Board Director""]","Manual semantic extraction after complete-edition reading, followed by locator replay and separate review pass","Verified against the exact locator in the complete edition","[""Primarily United States and global technology operations""]","approved","See statement-review.csv and double-review-sample.json","[""Technology"",""Financial services"",""Healthcare"",""Public sector"",""Critical infrastructure""]","Oliver Barrett, Aaron Joyner, and Rory Ward, with Guy Fischman and Betsy Beyer","chapter_section","0.94","ready_for_human_review","Authorization policy can evaluate the action, arguments, request source, principal metadata, and server-side context rather than treating a credential as sufficient permission.","null","null","[{""source_url"":""https://google.github.io/building-secure-and-reliable-systems/raw/ch05.html#a_policy_framework_for_authentication_a"",""accessed_at"":""2026-08-15"",""retrieval_method"":""Complete exact edition retrieved from an official public source and reviewed in full"",""exact_locator"":""Chapter 5 > A Policy Framework for Authentication and Authorization"",""content_hash"":""6bf5050c08be0bced81767ac14bd9b3303e34b3efb667806b3c9e9d6b0ed8cf1"",""batch_id"":""BATCH-2026-003"",""prompt_id"":""OEII-BOOK-DEEP-ANALYSIS"",""prompt_version"":""2.0"",""notes"":""Locator replayed; paraphrase checked for attribution and scope""}]","published","2026-08-16T23:17:22Z","Murray Newlands","[{""changed_at"":""2026-08-16T23:17:22Z"",""changed_by"":""Murray Newlands"",""summary"":""Approved for the governed-identities pilot release under the exact scope, exclusions, rights treatment, and limitations recorded in issue #18."",""batch_id"":""BATCH-2026-003""}]","2020-04-08","source-BATCH-2026-003-002","Named book author or chapter contributor","statement-BATCH-2026-003-026","Risk-aware access decisions","strategic_framework","[""topic-ai-agents"",""topic-ai-governance"",""topic-cybersecurity"",""topic-non-human-identity"",""topic-enterprise-infrastructure""]","null","published"
"book-edition-BATCH-2026-002-007","null","No direct quotation used; original OEII paraphrase only.","Control recommendations","Chapter 5 > Advanced Controls","[""CISO"",""CIO"",""CTO"",""CEO"",""General Counsel"",""Board Director""]","Manual semantic extraction after complete-edition reading, followed by locator replay and separate review pass","Verified against the exact locator in the complete edition","[""Primarily United States and global technology operations""]","approved","See statement-review.csv and double-review-sample.json","[""Technology"",""Financial services"",""Healthcare"",""Public sector"",""Critical infrastructure""]","Oliver Barrett, Aaron Joyner, and Rory Ward, with Guy Fischman and Betsy Beyer","chapter_section","0.94","ready_for_human_review","High-impact access should use controls such as multi-party approval, temporary grants, structured business justification, and monitored breakglass procedures.","null","null","[{""source_url"":""https://google.github.io/building-secure-and-reliable-systems/raw/ch05.html#advanced_controls"",""accessed_at"":""2026-08-15"",""retrieval_method"":""Complete exact edition retrieved from an official public source and reviewed in full"",""exact_locator"":""Chapter 5 > Advanced Controls"",""content_hash"":""6bf5050c08be0bced81767ac14bd9b3303e34b3efb667806b3c9e9d6b0ed8cf1"",""batch_id"":""BATCH-2026-003"",""prompt_id"":""OEII-BOOK-DEEP-ANALYSIS"",""prompt_version"":""2.0"",""notes"":""Locator replayed; paraphrase checked for attribution and scope""}]","published","2026-08-16T23:17:22Z","Murray Newlands","[{""changed_at"":""2026-08-16T23:17:22Z"",""changed_by"":""Murray Newlands"",""summary"":""Approved for the governed-identities pilot release under the exact scope, exclusions, rights treatment, and limitations recorded in issue #18."",""batch_id"":""BATCH-2026-003""}]","2020-04-08","source-BATCH-2026-003-002","Named book author or chapter contributor","statement-BATCH-2026-003-027","High-risk administrative access","recommendation","[""topic-ai-agents"",""topic-ai-governance"",""topic-cybersecurity"",""topic-non-human-identity"",""topic-enterprise-infrastructure""]","null","published"
"book-edition-BATCH-2026-002-007","null","No direct quotation used; original OEII paraphrase only.","Human-factors and architecture reasoning","Chapter 6 > Understandable Identities, Authentication, and Authorization","[""CISO"",""CIO"",""CTO"",""CEO"",""General Counsel"",""Board Director""]","Manual semantic extraction after complete-edition reading, followed by locator replay and separate review pass","Verified against the exact locator in the complete edition","[""Primarily United States and global technology operations""]","approved","See statement-review.csv and double-review-sample.json","[""Technology"",""Financial services"",""Healthcare"",""Public sector"",""Critical infrastructure""]","Julien Boeuf, Christoph Kern, and John Reese, with Guy Fischman, Paul Blankinship, Aleksandra Culver, Sergey Simakov, Peter Valchev, and Douglas Colish","chapter_section","0.94","ready_for_human_review","Identities, authentication flows, interfaces, trusted computing bases, and security boundaries should be understandable enough for operators to reason about normal and failure behavior.","null","null","[{""source_url"":""https://google.github.io/building-secure-and-reliable-systems/raw/ch06.html#understandable_identitiescomma_authenti"",""accessed_at"":""2026-08-15"",""retrieval_method"":""Complete exact edition retrieved from an official public source and reviewed in full"",""exact_locator"":""Chapter 6 > Understandable Identities, Authentication, and Authorization"",""content_hash"":""6bf5050c08be0bced81767ac14bd9b3303e34b3efb667806b3c9e9d6b0ed8cf1"",""batch_id"":""BATCH-2026-003"",""prompt_id"":""OEII-BOOK-DEEP-ANALYSIS"",""prompt_version"":""2.0"",""notes"":""Locator replayed; paraphrase checked for attribution and scope""}]","published","2026-08-16T23:17:22Z","Murray Newlands","[{""changed_at"":""2026-08-16T23:17:22Z"",""changed_by"":""Murray Newlands"",""summary"":""Approved for the governed-identities pilot release under the exact scope, exclusions, rights treatment, and limitations recorded in issue #18."",""batch_id"":""BATCH-2026-003""}]","2020-04-08","source-BATCH-2026-003-002","Named book author or chapter contributor","statement-BATCH-2026-003-028","Security-critical systems","recommendation","[""topic-ai-agents"",""topic-ai-governance"",""topic-cybersecurity"",""topic-non-human-identity"",""topic-enterprise-infrastructure""]","null","published"
"book-edition-BATCH-2026-002-007","null","No direct quotation used; original OEII paraphrase only.","Resilience framework and examples","Chapter 8 > Automate Responsibly; Controlling the Blast Radius","[""CISO"",""CIO"",""CTO"",""CEO"",""General Counsel"",""Board Director""]","Manual semantic extraction after complete-edition reading, followed by locator replay and separate review pass","Verified against the exact locator in the complete edition","[""Primarily United States and global technology operations""]","approved","See statement-review.csv and double-review-sample.json","[""Technology"",""Financial services"",""Healthcare"",""Public sector"",""Critical infrastructure""]","Vitaliy Shipitsyn, Mitch Adler, Zoltan Egyed, and Paul Blankinship, with Jesus Climent, Jessie Yang, Douglas Colish, and Christoph Kern","chapter_section","0.94","ready_for_human_review","Automation should be layered with independent checks, bounded failure domains, progressive rollout, and retained human intervention so a flawed action cannot spread without limit.","null","null","[{""source_url"":""https://google.github.io/building-secure-and-reliable-systems/raw/ch08.html#automate_responsibly"",""accessed_at"":""2026-08-15"",""retrieval_method"":""Complete exact edition retrieved from an official public source and reviewed in full"",""exact_locator"":""Chapter 8 > Automate Responsibly; Controlling the Blast Radius"",""content_hash"":""6bf5050c08be0bced81767ac14bd9b3303e34b3efb667806b3c9e9d6b0ed8cf1"",""batch_id"":""BATCH-2026-003"",""prompt_id"":""OEII-BOOK-DEEP-ANALYSIS"",""prompt_version"":""2.0"",""notes"":""Locator replayed; paraphrase checked for attribution and scope""}]","published","2026-08-16T23:17:22Z","Murray Newlands","[{""changed_at"":""2026-08-16T23:17:22Z"",""changed_by"":""Murray Newlands"",""summary"":""Approved for the governed-identities pilot release under the exact scope, exclusions, rights treatment, and limitations recorded in issue #18."",""batch_id"":""BATCH-2026-003""}]","2020-04-08","source-BATCH-2026-003-002","Named book author or chapter contributor","statement-BATCH-2026-003-029","Automated production systems","strategic_framework","[""topic-ai-agents"",""topic-ai-governance"",""topic-cybersecurity"",""topic-non-human-identity"",""topic-enterprise-infrastructure""]","null","published"
"book-edition-BATCH-2026-002-007","null","No direct quotation used; original OEII paraphrase only.","Recovery guidance","Chapter 9 > Use an Explicit Revocation Mechanism; Know Your Intended State, Down to the Bytes","[""CISO"",""CIO"",""CTO"",""CEO"",""General Counsel"",""Board Director""]","Manual semantic extraction after complete-edition reading, followed by locator replay and separate review pass","Verified against the exact locator in the complete edition","[""Primarily United States and global technology operations""]","approved","See statement-review.csv and double-review-sample.json","[""Technology"",""Financial services"",""Healthcare"",""Public sector"",""Critical infrastructure""]","Aaron Joyner, Jon McCune, and Vitaliy Shipitsyn, with Constantinos Neophytou, Jessie Yang, and Kristina Bennett","chapter_section","0.94","ready_for_human_review","Recovery requires explicit revocation, knowledge of intended state, tested restoration paths, and mechanisms that do not depend on the component already known to be compromised.","null","null","[{""source_url"":""https://google.github.io/building-secure-and-reliable-systems/raw/ch09.html#use_an_explicit_revocation_mechanism"",""accessed_at"":""2026-08-15"",""retrieval_method"":""Complete exact edition retrieved from an official public source and reviewed in full"",""exact_locator"":""Chapter 9 > Use an Explicit Revocation Mechanism; Know Your Intended State, Down to the Bytes"",""content_hash"":""6bf5050c08be0bced81767ac14bd9b3303e34b3efb667806b3c9e9d6b0ed8cf1"",""batch_id"":""BATCH-2026-003"",""prompt_id"":""OEII-BOOK-DEEP-ANALYSIS"",""prompt_version"":""2.0"",""notes"":""Locator replayed; paraphrase checked for attribution and scope""}]","published","2026-08-16T23:17:22Z","Murray Newlands","[{""changed_at"":""2026-08-16T23:17:22Z"",""changed_by"":""Murray Newlands"",""summary"":""Approved for the governed-identities pilot release under the exact scope, exclusions, rights treatment, and limitations recorded in issue #18."",""batch_id"":""BATCH-2026-003""}]","2020-04-08","source-BATCH-2026-003-002","Named book author or chapter contributor","statement-BATCH-2026-003-030","Compromise recovery","recommendation","[""topic-ai-agents"",""topic-ai-governance"",""topic-cybersecurity"",""topic-non-human-identity"",""topic-enterprise-infrastructure""]","null","published"
"book-edition-BATCH-2026-002-007","null","No direct quotation used; original OEII paraphrase only.","Supply-chain design guidance and experience","Chapter 14 > Verify Artifacts, Not Just People; Binary Provenance","[""CISO"",""CIO"",""CTO"",""CEO"",""General Counsel"",""Board Director""]","Manual semantic extraction after complete-edition reading, followed by locator replay and separate review pass","Verified against the exact locator in the complete edition","[""Primarily United States and global technology operations""]","approved","See statement-review.csv and double-review-sample.json","[""Technology"",""Financial services"",""Healthcare"",""Public sector"",""Critical infrastructure""]","Jeremiah Spradlin and Mark Lodato, with Sergey Simakov and Roxana Loza","chapter_section","0.94","ready_for_human_review","Deployment systems should verify artifacts and their provenance at controlled choke points instead of relying only on the identity of developers or on earlier review events.","null","null","[{""source_url"":""https://google.github.io/building-secure-and-reliable-systems/raw/ch14.html#verify_artifactscomma_not_just_people"",""accessed_at"":""2026-08-15"",""retrieval_method"":""Complete exact edition retrieved from an official public source and reviewed in full"",""exact_locator"":""Chapter 14 > Verify Artifacts, Not Just People; Binary Provenance"",""content_hash"":""6bf5050c08be0bced81767ac14bd9b3303e34b3efb667806b3c9e9d6b0ed8cf1"",""batch_id"":""BATCH-2026-003"",""prompt_id"":""OEII-BOOK-DEEP-ANALYSIS"",""prompt_version"":""2.0"",""notes"":""Locator replayed; paraphrase checked for attribution and scope""}]","published","2026-08-16T23:17:22Z","Murray Newlands","[{""changed_at"":""2026-08-16T23:17:22Z"",""changed_by"":""Murray Newlands"",""summary"":""Approved for the governed-identities pilot release under the exact scope, exclusions, rights treatment, and limitations recorded in issue #18."",""batch_id"":""BATCH-2026-003""}]","2020-04-08","source-BATCH-2026-003-002","Named book author or chapter contributor","statement-BATCH-2026-003-031","Software build and deployment","recommendation","[""topic-ai-agents"",""topic-ai-governance"",""topic-cybersecurity"",""topic-non-human-identity"",""topic-enterprise-infrastructure""]","null","published"
"book-edition-BATCH-2026-002-007","null","No direct quotation used; original OEII paraphrase only.","Investigation and privacy tradeoff","Chapter 15 > Design Your Logging to Be Immutable; Take Privacy into Consideration","[""CISO"",""CIO"",""CTO"",""CEO"",""General Counsel"",""Board Director""]","Manual semantic extraction after complete-edition reading, followed by locator replay and separate review pass","Verified against the exact locator in the complete edition","[""Primarily United States and global technology operations""]","approved","See statement-review.csv and double-review-sample.json","[""Technology"",""Financial services"",""Healthcare"",""Public sector"",""Critical infrastructure""]","Pete Nuttall, Matt Linton, and David Seidman, with Vera Haas, Julie Saracino, and Amaya Booker","chapter_section","0.94","ready_for_human_review","Security logs should resist alteration while their collection, access, retention, and content are governed to avoid creating unnecessary privacy exposure.","null","null","[{""source_url"":""https://google.github.io/building-secure-and-reliable-systems/raw/ch15.html#design_your_logging_to_be_immutable"",""accessed_at"":""2026-08-15"",""retrieval_method"":""Complete exact edition retrieved from an official public source and reviewed in full"",""exact_locator"":""Chapter 15 > Design Your Logging to Be Immutable; Take Privacy into Consideration"",""content_hash"":""6bf5050c08be0bced81767ac14bd9b3303e34b3efb667806b3c9e9d6b0ed8cf1"",""batch_id"":""BATCH-2026-003"",""prompt_id"":""OEII-BOOK-DEEP-ANALYSIS"",""prompt_version"":""2.0"",""notes"":""Locator replayed; paraphrase checked for attribution and scope""}]","published","2026-08-16T23:17:22Z","Murray Newlands","[{""changed_at"":""2026-08-16T23:17:22Z"",""changed_by"":""Murray Newlands"",""summary"":""Approved for the governed-identities pilot release under the exact scope, exclusions, rights treatment, and limitations recorded in issue #18."",""batch_id"":""BATCH-2026-003""}]","2020-04-08","source-BATCH-2026-003-002","Named book author or chapter contributor","statement-BATCH-2026-003-032","Operational logging","warning","[""topic-ai-agents"",""topic-ai-governance"",""topic-cybersecurity"",""topic-non-human-identity"",""topic-enterprise-infrastructure""]","null","published"
"book-edition-BATCH-2026-002-007","null","No direct quotation used; original OEII paraphrase only.","Operational guidance and exercise examples","Chapter 16 > Disaster Planning","[""CISO"",""CIO"",""CTO"",""CEO"",""General Counsel"",""Board Director""]","Manual semantic extraction after complete-edition reading, followed by locator replay and separate review pass","Verified against the exact locator in the complete edition","[""Primarily United States and global technology operations""]","approved","See statement-review.csv and double-review-sample.json","[""Technology"",""Financial services"",""Healthcare"",""Public sector"",""Critical infrastructure""]","Michael Robinson and Sean Noonan, with Alex Bramley and Kavita Guliani","chapter_section","0.94","ready_for_human_review","Disaster response should be rehearsed through structured exercises and, where safe, production tests because an untested recovery plan is only an assumption.","null","null","[{""source_url"":""https://google.github.io/building-secure-and-reliable-systems/raw/ch16.html#disaster_planning"",""accessed_at"":""2026-08-15"",""retrieval_method"":""Complete exact edition retrieved from an official public source and reviewed in full"",""exact_locator"":""Chapter 16 > Disaster Planning"",""content_hash"":""6bf5050c08be0bced81767ac14bd9b3303e34b3efb667806b3c9e9d6b0ed8cf1"",""batch_id"":""BATCH-2026-003"",""prompt_id"":""OEII-BOOK-DEEP-ANALYSIS"",""prompt_version"":""2.0"",""notes"":""Locator replayed; paraphrase checked for attribution and scope""}]","published","2026-08-16T23:17:22Z","Murray Newlands","[{""changed_at"":""2026-08-16T23:17:22Z"",""changed_by"":""Murray Newlands"",""summary"":""Approved for the governed-identities pilot release under the exact scope, exclusions, rights treatment, and limitations recorded in issue #18."",""batch_id"":""BATCH-2026-003""}]","2020-04-08","source-BATCH-2026-003-002","Named book author or chapter contributor","statement-BATCH-2026-003-033","Business continuity and technical recovery","recommendation","[""topic-ai-agents"",""topic-ai-governance"",""topic-cybersecurity"",""topic-non-human-identity"",""topic-enterprise-infrastructure""]","null","published"
"book-edition-BATCH-2026-002-007","null","No direct quotation used; original OEII paraphrase only.","Incident-management operating model","Chapter 17 > Crisis Management","[""CISO"",""CIO"",""CTO"",""CEO"",""General Counsel"",""Board Director""]","Manual semantic extraction after complete-edition reading, followed by locator replay and separate review pass","Verified against the exact locator in the complete edition","[""Primarily United States and global technology operations""]","approved","See statement-review.csv and double-review-sample.json","[""Technology"",""Financial services"",""Healthcare"",""Public sector"",""Critical infrastructure""]","Matt Linton, with Nick Soda and Gary O’Connor","chapter_section","0.94","ready_for_human_review","Major incidents benefit from an explicit incident commander and separate coordination, mitigation, investigation, and communication responsibilities.","null","null","[{""source_url"":""https://google.github.io/building-secure-and-reliable-systems/raw/ch17.html#crisis_management"",""accessed_at"":""2026-08-15"",""retrieval_method"":""Complete exact edition retrieved from an official public source and reviewed in full"",""exact_locator"":""Chapter 17 > Crisis Management"",""content_hash"":""6bf5050c08be0bced81767ac14bd9b3303e34b3efb667806b3c9e9d6b0ed8cf1"",""batch_id"":""BATCH-2026-003"",""prompt_id"":""OEII-BOOK-DEEP-ANALYSIS"",""prompt_version"":""2.0"",""notes"":""Locator replayed; paraphrase checked for attribution and scope""}]","published","2026-08-16T23:17:22Z","Murray Newlands","[{""changed_at"":""2026-08-16T23:17:22Z"",""changed_by"":""Murray Newlands"",""summary"":""Approved for the governed-identities pilot release under the exact scope, exclusions, rights treatment, and limitations recorded in issue #18."",""batch_id"":""BATCH-2026-003""}]","2020-04-08","source-BATCH-2026-003-002","Named book author or chapter contributor","statement-BATCH-2026-003-034","Major incidents","strategic_framework","[""topic-ai-agents"",""topic-ai-governance"",""topic-cybersecurity"",""topic-non-human-identity"",""topic-enterprise-infrastructure""]","null","published"
"book-edition-BATCH-2026-002-007","null","No direct quotation used; original OEII paraphrase only.","Organizational design argument","Chapter 20 > Who Is Responsible for Security and Reliability?","[""CISO"",""CIO"",""CTO"",""CEO"",""General Counsel"",""Board Director""]","Manual semantic extraction after complete-edition reading, followed by locator replay and separate review pass","Verified against the exact locator in the complete edition","[""Primarily United States and global technology operations""]","approved","See statement-review.csv and double-review-sample.json","[""Technology"",""Financial services"",""Healthcare"",""Public sector"",""Critical infrastructure""]","Heather Adkins, Cyrus Vesuna, Hunter King, Felix Gröbert, and David Challoner, with Susanne Landers, Steven Roddis, Sergey Simakov, Shylaja Nukala, Janet Vong, Douglas Colish, Betsy Beyer, and Paul Blankinship","chapter_section","0.94","ready_for_human_review","Security and reliability are responsibilities of everyone who changes or operates the system, supported by specialists, embedded champions, clear ownership, and executive and board stakeholders.","null","null","[{""source_url"":""https://google.github.io/building-secure-and-reliable-systems/raw/ch20.html#who_is_responsible_for_security_and_rel"",""accessed_at"":""2026-08-15"",""retrieval_method"":""Complete exact edition retrieved from an official public source and reviewed in full"",""exact_locator"":""Chapter 20 > Who Is Responsible for Security and Reliability?"",""content_hash"":""6bf5050c08be0bced81767ac14bd9b3303e34b3efb667806b3c9e9d6b0ed8cf1"",""batch_id"":""BATCH-2026-003"",""prompt_id"":""OEII-BOOK-DEEP-ANALYSIS"",""prompt_version"":""2.0"",""notes"":""Locator replayed; paraphrase checked for attribution and scope""}]","published","2026-08-16T23:17:22Z","Murray Newlands","[{""changed_at"":""2026-08-16T23:17:22Z"",""changed_by"":""Murray Newlands"",""summary"":""Approved for the governed-identities pilot release under the exact scope, exclusions, rights treatment, and limitations recorded in issue #18."",""batch_id"":""BATCH-2026-003""}]","2020-04-08","source-BATCH-2026-003-002","Named book author or chapter contributor","statement-BATCH-2026-003-035","Technology organizations","policy_position","[""topic-ai-agents"",""topic-ai-governance"",""topic-cybersecurity"",""topic-non-human-identity"",""topic-enterprise-infrastructure""]","null","published"
"book-edition-BATCH-2026-002-007","null","No direct quotation used; original OEII paraphrase only.","Culture and governance guidance","Chapter 21 > Culture of Inevitability; Culture of Sustainability; Align Project Goals and Participant Incentives","[""CISO"",""CIO"",""CTO"",""CEO"",""General Counsel"",""Board Director""]","Manual semantic extraction after complete-edition reading, followed by locator replay and separate review pass","Verified against the exact locator in the complete edition","[""Primarily United States and global technology operations""]","approved","Pass after independent-review correction","[""Technology"",""Financial services"",""Healthcare"",""Public sector"",""Critical infrastructure""]","Heather Adkins, with Peter Valchev, Felix Gröbert, Ana Oprea, Sergey Simakov, Douglas Colish, and Betsy Beyer","chapter_section","0.94","ready_for_human_review","Leaders should deliberately shape incentives, treat failure as inevitable, reward learning and reporting, and provide sustainable resources for security and reliability work.","null","null","[{""source_url"":""https://google.github.io/building-secure-and-reliable-systems/raw/ch21.html#twoone_building_a_culture_of_security_a"",""accessed_at"":""2026-08-15"",""retrieval_method"":""Complete exact edition retrieved from an official public source and reviewed in full"",""exact_locator"":""Chapter 21 > Culture of Inevitability; Culture of Sustainability; Align Project Goals and Participant Incentives"",""content_hash"":""6bf5050c08be0bced81767ac14bd9b3303e34b3efb667806b3c9e9d6b0ed8cf1"",""batch_id"":""BATCH-2026-003"",""prompt_id"":""OEII-BOOK-DEEP-ANALYSIS"",""prompt_version"":""2.0"",""notes"":""Locator replayed; paraphrase checked for attribution and scope""}]","published","2026-08-16T23:17:22Z","Murray Newlands","[{""changed_at"":""2026-08-15T00:00:00Z"",""changed_by"":""independent machine review response"",""summary"":""Replaced the nonexistent #culture fragment with the verified Chapter 21 anchor and supporting section names."",""batch_id"":""BATCH-2026-003""},{""changed_at"":""2026-08-16T23:17:22Z"",""changed_by"":""Murray Newlands"",""summary"":""Approved for the governed-identities pilot release under the exact scope, exclusions, rights treatment, and limitations recorded in issue #18."",""batch_id"":""BATCH-2026-003""}]","2020-04-08","source-BATCH-2026-003-002","Named book author or chapter contributor","statement-BATCH-2026-003-036","Organizational leadership","recommendation","[""topic-ai-agents"",""topic-ai-governance"",""topic-cybersecurity"",""topic-non-human-identity"",""topic-enterprise-infrastructure""]","null","published"
